HUC_8,M3P_ppm,Soil Fertility Level
18020112,9.012975282065256,Very Low
18020115,76.66071812812594,Excesive
18020118,84.1030336466222,Excesive
18020119,59.40316948447614,Excesive
18020121,193.5178275224988,Excesive
18020122,255.49590356597625,Excesive
18020123,164.8608711517843,Excesive
18020125,316.42789158157836,Excesive
18020126,91.8308860948003,Excesive
18020128,311.0657862956673,Excesive
18020129,82.97813284610335,Excesive
18030001,402.8358579934969,Excesive
18030003,116.37508501849555,Excesive
18030006,124.76935534243977,Excesive
18030007,29.07182552191811,Medium
18030010,89.8815610154265,Excesive
18030011,526.6958797610671,Excesive
18030012,152.161106914148,Excesive
18040001,27.599489505476843,Medium
18040002,66.71101040796937,Excesive
18040003,279.0723073899841,Excesive
18040006,54.89634249783364,Excesive
18040007,221.6315114299139,Excesive
18040008,120.90183207821009,Excesive
18040009,370.3496691043869,Excesive
18040010,289.6983590852288,Excesive
18040011,265.1959658920336,Excesive
18050003,171.5766732418019,Excesive
18050004,41.491389853758214,Optimium
18060001,7.938271964571563,Very Low
18060002,73.05142783218655,Excesive
18060004,120.90183207821009,Excesive
18060005,98.82411351165085,Excesive
18060006,222.53872402107044,Excesive
18060007,9.012975282065256,Very Low
18060008,129.20330742872576,Excesive
18060010,12.548447839669493,Very Low
18060012,3.176665765636363,Very Low
18070102,745.5911679024789,Excesive
18070103,95.79703182080613,Excesive
18070105,393.92610698073685,Excesive
18070202,29.07182552191811,Medium
18070301,401.8200919123201,Excesive
18070302,31.36383233544305,Medium
18070304,41.50393569513829,Optimium
18080001,516.390663021487,Excesive
18080002,276.4242313425077,Excesive
18080003,340.78917150734134,Excesive
18090101,59.020224134783895,Excesive
18090102,177.11921651083102,Excesive
18090103,281.14625235770785,Excesive
18090201,191.1445008002549,Excesive
18090202,21.36391441935417,Low
18090203,232.4270795174085,Excesive
18090204,140.607227738889,Excesive
18090205,59.0332787513536,Excesive
18090206,82.02369803614967,Excesive
18090207,53.498399965746025,Excesive
18090208,50.39782855927538,Excesive
18100100,113.64634752275236,Excesive
18100200,158.86569874884987,Excesive
